"";"ensembl_transcript_id_version";"ensembl_gene_id"
"44071";"ENSDART00000150261.2";"ENSDARG00000096141"
"44072";"ENSDART00000150505.3";"ENSDARG00000096030"
"44073";"ENSDART00000150532.3";"ENSDARG00000075470"
"44074";"ENSDART00000150704.3";"ENSDARG00000096120"
"44075";"ENSDART00000150753.2";"ENSDARG00000074298"
"44076";"ENSDART00000150765.3";"ENSDARG00000077239"
"44077";"ENSDART00000150837.3";"ENSDARG00000054957"
"44078";"ENSDART00000150891.2";"ENSDARG00000096243"
"44079";"ENSDART00000150911.3";"ENSDARG00000046107"
"44080";"ENSDART00000150937.2";"ENSDARG00000096366"
"44081";"ENSDART00000150964.2";"ENSDARG00000096241"
"44082";"ENSDART00000151077.2";"ENSDARG00000096333"
"44083";"ENSDART00000151096.2";"ENSDARG00000096318"
"44084";"ENSDART00000151145.2";"ENSDARG00000096408"
"44085";"ENSDART00000151196.2";"ENSDARG00000032129"
"44086";"ENSDART00000151211.2";"ENSDARG00000032129"
"44087";"ENSDART00000151256.2";"ENSDARG00000090170"
"44088";"ENSDART00000151313.2";"ENSDARG00000114780"
"44089";"ENSDART00000151377.2";"ENSDARG00000096308"
"44090";"ENSDART00000151401.3";"ENSDARG00000038075"
"44091";"ENSDART00000151411.3";"ENSDARG00000032129"
"44092";"ENSDART00000151415.2";"ENSDARG00000096255"
"44093";"ENSDART00000151458.2";"ENSDARG00000114819"
"44094";"ENSDART00000151475.2";"ENSDARG00000032129"
"44095";"ENSDART00000151499.2";"ENSDARG00000096326"
"44096";"ENSDART00000151500.2";"ENSDARG00000059604"
"44097";"ENSDART00000151503.2";"ENSDARG00000109214"
"44098";"ENSDART00000151528.2";"ENSDARG00000096340"
"44099";"ENSDART00000151533.2";"ENSDARG00000096248"
"44100";"ENSDART00000151560.2";"ENSDARG00000096303"
"44101";"ENSDART00000151610.2";"ENSDARG00000096387"
"44102";"ENSDART00000151671.2";"ENSDARG00000096386"
"44103";"ENSDART00000151716.2";"ENSDARG00000113059"
"44104";"ENSDART00000151768.2";"ENSDARG00000096357"
"44105";"ENSDART00000151774.2";"ENSDARG00000096342"
"44106";"ENSDART00000151775.2";"ENSDARG00000090170"
"44107";"ENSDART00000151779.2";"ENSDARG00000096372"
"44108";"ENSDART00000151797.2";"ENSDARG00000096292"
"44109";"ENSDART00000151923.2";"ENSDARG00000071685"
"44110";"ENSDART00000151931.2";"ENSDARG00000025162"
"44111";"ENSDART00000152026.2";"ENSDARG00000071685"
"44112";"ENSDART00000152081.2";"ENSDARG00000025162"
"44113";"ENSDART00000152409.2";"ENSDARG00000062667"
"44114";"ENSDART00000152500.2";"ENSDARG00000014554"
"44115";"ENSDART00000152550.3";"ENSDARG00000007906"
"44116";"ENSDART00000152724.3";"ENSDARG00000096545"
"44117";"ENSDART00000152865.2";"ENSDARG00000054076"
"44118";"ENSDART00000152885.2";"ENSDARG00000041944"
"44119";"ENSDART00000153003.2";"ENSDARG00000002877"
"44120";"ENSDART00000153008.2";"ENSDARG00000013973"
"44121";"ENSDART00000153114.2";"ENSDARG00000010434"
"44122";"ENSDART00000153396.2";"ENSDARG00000021753"
"44123";"ENSDART00000153720.3";"ENSDARG00000041919"
"44124";"ENSDART00000153894.3";"ENSDARG00000053950"
"44125";"ENSDART00000154031.2";"ENSDARG00000018393"
"44126";"ENSDART00000154113.3";"ENSDARG00000040536"
"44127";"ENSDART00000154168.2";"ENSDARG00000035706"
"44128";"ENSDART00000154230.3";"ENSDARG00000097373"
"44129";"ENSDART00000154260.2";"ENSDARG00000090871"
"44130";"ENSDART00000154274.2";"ENSDARG00000018109"
"44131";"ENSDART00000154310.2";"ENSDARG00000097138"
"44132";"ENSDART00000154365.2";"ENSDARG00000003970"
"44133";"ENSDART00000154384.2";"ENSDARG00000053800"
"44134";"ENSDART00000154386.2";"ENSDARG00000028048"
"44135";"ENSDART00000154410.2";"ENSDARG00000073974"
"44136";"ENSDART00000154542.3";"ENSDARG00000077847"
"44137";"ENSDART00000154641.2";"ENSDARG00000097591"
"44138";"ENSDART00000154915.2";"ENSDARG00000074362"
"44139";"ENSDART00000154932.2";"ENSDARG00000032725"
"44140";"ENSDART00000154971.2";"ENSDARG00000098004"
"44141";"ENSDART00000155050.2";"ENSDARG00000115405"
"44142";"ENSDART00000155051.3";"ENSDARG00000077473"
"44143";"ENSDART00000155131.3";"ENSDARG00000097725"
"44144";"ENSDART00000155248.2";"ENSDARG00000089951"
"44145";"ENSDART00000155406.3";"ENSDARG00000079808"
"44146";"ENSDART00000155451.2";"ENSDARG00000097680"
"44147";"ENSDART00000155455.2";"ENSDARG00000097993"
"44148";"ENSDART00000155464.2";"ENSDARG00000095298"
"44149";"ENSDART00000155585.2";"ENSDARG00000076093"
"44150";"ENSDART00000155600.2";"ENSDARG00000097571"
"44151";"ENSDART00000155871.3";"ENSDARG00000079305"
"44152";"ENSDART00000156039.2";"ENSDARG00000026313"
"44153";"ENSDART00000156065.2";"ENSDARG00000014929"
"44154";"ENSDART00000156154.2";"ENSDARG00000053950"
"44155";"ENSDART00000156298.3";"ENSDARG00000053950"
"44156";"ENSDART00000156490.2";"ENSDARG00000098017"
"44157";"ENSDART00000156690.3";"ENSDARG00000097679"
"44158";"ENSDART00000156817.3";"ENSDARG00000032725"
"44159";"ENSDART00000156819.2";"ENSDARG00000015915"
"44160";"ENSDART00000156859.2";"ENSDARG00000032725"
"44161";"ENSDART00000156882.2";"ENSDARG00000070979"
"44162";"ENSDART00000156935.2";"ENSDARG00000052150"
"44163";"ENSDART00000157002.3";"ENSDARG00000097571"
"44164";"ENSDART00000157035.3";"ENSDARG00000032725"
"44165";"ENSDART00000157233.2";"ENSDARG00000113599"
"44166";"ENSDART00000157239.3";"ENSDARG00000067646"
"44167";"ENSDART00000157532.2";"ENSDARG00000074298"
"44168";"ENSDART00000157807.2";"ENSDARG00000095665"
"44169";"ENSDART00000158194.3";"ENSDARG00000103865"
"44170";"ENSDART00000158254.2";"ENSDARG00000104446"
"44171";"ENSDART00000158392.2";"ENSDARG00000101925"
"44172";"ENSDART00000158404.2";"ENSDARG00000105781"
"44173";"ENSDART00000159227.2";"ENSDARG00000098324"
"44174";"ENSDART00000159493.2";"ENSDARG00000062799"
"44175";"ENSDART00000159874.2";"ENSDARG00000096545"
"44176";"ENSDART00000160213.2";"ENSDARG00000098351"
"44177";"ENSDART00000160342.2";"ENSDARG00000099948"
"44178";"ENSDART00000160502.2";"ENSDARG00000103251"
"44179";"ENSDART00000160623.2";"ENSDARG00000113826"
"44180";"ENSDART00000160845.2";"ENSDARG00000010085"
"44181";"ENSDART00000160907.3";"ENSDARG00000098722"
"44182";"ENSDART00000160935.2";"ENSDARG00000098183"
"44183";"ENSDART00000160968.2";"ENSDARG00000116915"
"44184";"ENSDART00000161168.2";"ENSDARG00000098189"
"44185";"ENSDART00000162142.2";"ENSDARG00000098189"
"44186";"ENSDART00000162386.2";"ENSDARG00000100219"
"44187";"ENSDART00000163119.2";"ENSDARG00000114364"
"44188";"ENSDART00000163648.3";"ENSDARG00000059972"
"44189";"ENSDART00000164127.3";"ENSDARG00000102460"
"44190";"ENSDART00000164243.2";"ENSDARG00000059166"
"44191";"ENSDART00000165743.2";"ENSDARG00000053665"
"44192";"ENSDART00000165749.3";"ENSDARG00000099864"
"44193";"ENSDART00000165939.2";"ENSDARG00000100446"
"44194";"ENSDART00000166148.2";"ENSDARG00000068989"
"44195";"ENSDART00000166532.2";"ENSDARG00000078572"
"44196";"ENSDART00000166927.2";"ENSDARG00000101925"
"44197";"ENSDART00000166936.2";"ENSDARG00000103251"
"44198";"ENSDART00000167443.2";"ENSDARG00000097373"
"44199";"ENSDART00000167450.2";"ENSDARG00000077309"
"44200";"ENSDART00000167784.2";"ENSDARG00000100302"
"44201";"ENSDART00000167994.2";"ENSDARG00000078572"
"44202";"ENSDART00000168151.2";"ENSDARG00000077915"
"44203";"ENSDART00000168154.2";"ENSDARG00000098183"
"44204";"ENSDART00000168543.2";"ENSDARG00000100302"
"44205";"ENSDART00000169135.2";"ENSDARG00000104009"
"44206";"ENSDART00000169500.2";"ENSDARG00000103227"
"44207";"ENSDART00000169597.3";"ENSDARG00000103850"
"44208";"ENSDART00000170024.2";"ENSDARG00000007906"
"44209";"ENSDART00000170223.2";"ENSDARG00000104266"
"44210";"ENSDART00000170308.3";"ENSDARG00000101193"
"44211";"ENSDART00000170461.2";"ENSDARG00000098294"
"44212";"ENSDART00000170775.3";"ENSDARG00000074298"
"44213";"ENSDART00000170994.2";"ENSDARG00000063095"
"44214";"ENSDART00000171087.3";"ENSDARG00000100446"
"44215";"ENSDART00000171128.2";"ENSDARG00000060813"
"44216";"ENSDART00000171148.2";"ENSDARG00000099262"
"44217";"ENSDART00000171185.2";"ENSDARG00000077249"
"44218";"ENSDART00000171203.2";"ENSDARG00000101389"
"44219";"ENSDART00000171252.2";"ENSDARG00000102200"
"44220";"ENSDART00000171311.2";"ENSDARG00000100596"
"44221";"ENSDART00000171414.3";"ENSDARG00000103751"
"44222";"ENSDART00000171434.2";"ENSDARG00000091869"
"44223";"ENSDART00000171513.2";"ENSDARG00000074298"
"44224";"ENSDART00000171792.2";"ENSDARG00000078685"
"44225";"ENSDART00000172020.2";"ENSDARG00000037628"
"44226";"ENSDART00000172042.2";"ENSDARG00000095030"
"44227";"ENSDART00000172135.2";"ENSDARG00000103251"
"44228";"ENSDART00000172315.3";"ENSDARG00000103375"
"44229";"ENSDART00000172483.2";"ENSDARG00000063095"
"44230";"ENSDART00000172536.3";"ENSDARG00000075470"
"44231";"ENSDART00000172910.3";"ENSDARG00000059601"
"44232";"ENSDART00000172951.3";"ENSDARG00000059601"
"44233";"ENSDART00000174035.2";"ENSDARG00000089092"
"44234";"ENSDART00000174077.2";"ENSDARG00000089598"
"44235";"ENSDART00000174096.2";"ENSDARG00000105713"
"44236";"ENSDART00000174133.2";"ENSDARG00000059601"
"44237";"ENSDART00000174158.2";"ENSDARG00000105696"
"44238";"ENSDART00000174164.2";"ENSDARG00000075470"
"44239";"ENSDART00000174178.2";"ENSDARG00000101365"
"44240";"ENSDART00000174198.2";"ENSDARG00000101365"
"44241";"ENSDART00000174205.2";"ENSDARG00000091869"
"44242";"ENSDART00000174210.2";"ENSDARG00000105713"
"44243";"ENSDART00000174235.2";"ENSDARG00000105728"
"44244";"ENSDART00000174241.2";"ENSDARG00000099864"
"44245";"ENSDART00000174274.2";"ENSDARG00000105816"
"44246";"ENSDART00000174295.2";"ENSDARG00000074298"
"44247";"ENSDART00000174299.2";"ENSDARG00000098324"
"44248";"ENSDART00000174310.2";"ENSDARG00000096030"
"44249";"ENSDART00000174327.2";"ENSDARG00000074298"
"44250";"ENSDART00000174359.2";"ENSDARG00000105696"
"44251";"ENSDART00000174367.2";"ENSDARG00000103850"
"44252";"ENSDART00000174391.2";"ENSDARG00000105781"
"44253";"ENSDART00000174463.2";"ENSDARG00000010085"
"44254";"ENSDART00000175639.2";"ENSDARG00000058222"
"44255";"ENSDART00000176952.2";"ENSDARG00000097679"
"44256";"ENSDART00000178419.2";"ENSDARG00000053875"
"44257";"ENSDART00000178486.2";"ENSDARG00000077847"
"44258";"ENSDART00000179903.1";"ENSDARG00000018393"
"44259";"ENSDART00000180076.1";"ENSDARG00000053547"
"44260";"ENSDART00000180193.1";"ENSDARG00000071685"
"44261";"ENSDART00000180400.1";"ENSDARG00000060697"
"44262";"ENSDART00000180727.1";"ENSDARG00000102200"
"44263";"ENSDART00000180784.1";"ENSDARG00000007221"
"44264";"ENSDART00000180983.1";"ENSDARG00000094952"
"44265";"ENSDART00000181076.1";"ENSDARG00000098189"
"44266";"ENSDART00000181460.1";"ENSDARG00000053800"
"44267";"ENSDART00000181593.1";"ENSDARG00000006025"
"44268";"ENSDART00000181734.1";"ENSDARG00000112596"
"44269";"ENSDART00000182018.1";"ENSDARG00000006025"
"44270";"ENSDART00000182035.1";"ENSDARG00000020122"
"44271";"ENSDART00000182305.1";"ENSDARG00000113826"
"44272";"ENSDART00000182312.1";"ENSDARG00000101365"
"44273";"ENSDART00000182373.1";"ENSDARG00000113286"
"44274";"ENSDART00000182434.1";"ENSDARG00000089092"
"44275";"ENSDART00000182500.1";"ENSDARG00000040072"
"44276";"ENSDART00000182710.1";"ENSDARG00000059601"
"44277";"ENSDART00000182941.1";"ENSDARG00000104446"
"44278";"ENSDART00000182966.1";"ENSDARG00000096120"
"44279";"ENSDART00000183075.1";"ENSDARG00000014915"
"44280";"ENSDART00000183389.1";"ENSDARG00000110663"
"44281";"ENSDART00000183499.1";"ENSDARG00000052139"
"44282";"ENSDART00000183581.1";"ENSDARG00000095665"
"44283";"ENSDART00000183591.1";"ENSDARG00000052139"
"44284";"ENSDART00000183711.1";"ENSDARG00000062799"
"44285";"ENSDART00000184183.1";"ENSDARG00000006240"
"44286";"ENSDART00000185284.1";"ENSDARG00000078561"
"44287";"ENSDART00000185325.1";"ENSDARG00000113059"
"44288";"ENSDART00000185747.1";"ENSDARG00000099262"
"44289";"ENSDART00000185830.1";"ENSDARG00000098351"
"44290";"ENSDART00000186625.1";"ENSDARG00000068698"
"44291";"ENSDART00000187037.1";"ENSDARG00000053547"
"44292";"ENSDART00000187063.1";"ENSDARG00000040538"
"44293";"ENSDART00000187125.1";"ENSDARG00000098004"
"44294";"ENSDART00000187297.1";"ENSDARG00000042338"
"44295";"ENSDART00000187406.1";"ENSDARG00000090170"
"44296";"ENSDART00000188089.1";"ENSDARG00000020122"
"44297";"ENSDART00000188804.1";"ENSDARG00000053665"
"44298";"ENSDART00000189047.1";"ENSDARG00000095312"
"44299";"ENSDART00000189155.1";"ENSDARG00000098722"
"44300";"ENSDART00000189170.1";"ENSDARG00000100219"
"44301";"ENSDART00000189448.1";"ENSDARG00000059166"
"44302";"ENSDART00000189683.1";"ENSDARG00000094609"
"44303";"ENSDART00000189881.1";"ENSDARG00000098189"
"44304";"ENSDART00000190016.1";"ENSDARG00000113826"
"44305";"ENSDART00000190282.1";"ENSDARG00000017155"
"44306";"ENSDART00000190515.1";"ENSDARG00000010035"
"44307";"ENSDART00000190597.1";"ENSDARG00000116915"
"44308";"ENSDART00000190751.1";"ENSDARG00000053547"
"44309";"ENSDART00000190995.1";"ENSDARG00000060207"
"44310";"ENSDART00000191028.1";"ENSDARG00000059636"
"44311";"ENSDART00000191687.1";"ENSDARG00000096303"
"44312";"ENSDART00000191908.1";"ENSDARG00000098351"
"44313";"ENSDART00000191993.1";"ENSDARG00000096357"
"44314";"ENSDART00000192423.1";"ENSDARG00000040701"
"44315";"ENSDART00000192708.1";"ENSDARG00000010434"
"44316";"ENSDART00000192913.1";"ENSDARG00000103751"
"44317";"ENSDART00000193219.1";"ENSDARG00000060207"
"44318";"ENSDART00000193432.1";"ENSDARG00000114364"
"44319";"ENSDART00000193530.1";"ENSDARG00000114651"
"44320";"ENSDART00000193579.1";"ENSDARG00000069590"
"44321";"ENSDART00000193808.1";"ENSDARG00000026070"
"44322";"ENSDART00000193934.1";"ENSDARG00000113059"
"44323";"ENSDART00000003066.9";"ENSDARG00000076742"
"44324";"ENSDART00000004739.8";"ENSDARG00000017454"
"44325";"ENSDART00000006971.8";"ENSDARG00000010385"
"44326";"ENSDART00000009194.8";"ENSDARG00000018903"
"44327";"ENSDART00000009653.4";"ENSDARG00000017108"
"44328";"ENSDART00000010395.9";"ENSDARG00000014794"
"44329";"ENSDART00000013376.9";"ENSDARG00000012192"
"44330";"ENSDART00000014103.8";"ENSDARG00000001804"
"44331";"ENSDART00000014182.10";"ENSDARG00000013997"
"44332";"ENSDART00000019706.10";"ENSDARG00000013224"
"44333";"ENSDART00000020017.7";"ENSDARG00000013839"
"44334";"ENSDART00000020174.5";"ENSDARG00000005172"
"44335";"ENSDART00000021037.10";"ENSDARG00000004754"
"44336";"ENSDART00000022694.7";"ENSDARG00000007869"
"44337";"ENSDART00000023265.9";"ENSDARG00000004322"
"44338";"ENSDART00000023531.5";"ENSDARG00000013441"
"44339";"ENSDART00000025326.7";"ENSDARG00000008370"
"44340";"ENSDART00000026666.11";"ENSDARG00000014531"
"44341";"ENSDART00000027019.8";"ENSDARG00000005425"
"44342";"ENSDART00000028219.7";"ENSDARG00000024433"
"44343";"ENSDART00000028607.9";"ENSDARG00000017244"
"44344";"ENSDART00000031418.8";"ENSDARG00000012381"
"44345";"ENSDART00000031470.6";"ENSDARG00000026595"
"44346";"ENSDART00000032161.6";"ENSDARG00000023448"
"44347";"ENSDART00000033716.5";"ENSDARG00000025428"
"44348";"ENSDART00000036371.8";"ENSDARG00000016743"
"44349";"ENSDART00000036537.5";"ENSDARG00000013210"
"44350";"ENSDART00000036546.5";"ENSDARG00000007774"
"44351";"ENSDART00000038525.6";"ENSDARG00000028583"
"44352";"ENSDART00000041397.5";"ENSDARG00000031587"
"44353";"ENSDART00000041677.8";"ENSDARG00000029353"
"44354";"ENSDART00000042674.7";"ENSDARG00000030560"
"44355";"ENSDART00000044096.8";"ENSDARG00000030560"
"44356";"ENSDART00000046973.8";"ENSDARG00000034240"
"44357";"ENSDART00000050533.7";"ENSDARG00000033046"
"44358";"ENSDART00000050576.8";"ENSDARG00000005159"
"44359";"ENSDART00000050729.8";"ENSDARG00000034957"
"44360";"ENSDART00000052179.7";"ENSDARG00000035952"
"44361";"ENSDART00000055055.5";"ENSDARG00000037782"
"44362";"ENSDART00000055062.5";"ENSDARG00000037789"
"44363";"ENSDART00000055064.3";"ENSDARG00000037790"
"44364";"ENSDART00000055068.5";"ENSDARG00000032836"
"44365";"ENSDART00000055071.6";"ENSDARG00000037794"
"44366";"ENSDART00000055088.7";"ENSDARG00000037805"
"44367";"ENSDART00000057640.7";"ENSDARG00000039453"
"44368";"ENSDART00000059506.5";"ENSDARG00000040650"
"44369";"ENSDART00000059568.4";"ENSDARG00000097872"
"44370";"ENSDART00000059582.5";"ENSDARG00000053938"
"44371";"ENSDART00000059609.6";"ENSDARG00000053928"
"44372";"ENSDART00000061311.5";"ENSDARG00000041835"
"44373";"ENSDART00000061432.5";"ENSDARG00000041917"
"44374";"ENSDART00000061434.6";"ENSDARG00000041923"
"44375";"ENSDART00000061437.7";"ENSDARG00000041923"
"44376";"ENSDART00000061445.6";"ENSDARG00000016743"
"44377";"ENSDART00000062402.7";"ENSDARG00000042548"
"44378";"ENSDART00000062414.7";"ENSDARG00000042553"
"44379";"ENSDART00000064500.5";"ENSDARG00000043923"
"44380";"ENSDART00000064826.7";"ENSDARG00000015829"
"44381";"ENSDART00000064842.6";"ENSDARG00000044167"
"44382";"ENSDART00000065104.5";"ENSDARG00000044327"
"44383";"ENSDART00000067610.7";"ENSDARG00000068994"
"44384";"ENSDART00000073865.5";"ENSDARG00000008141"
"44385";"ENSDART00000074129.6";"ENSDARG00000052300"
"44386";"ENSDART00000074199.4";"ENSDARG00000052360"
"44387";"ENSDART00000074285.6";"ENSDARG00000052429"
"44388";"ENSDART00000075274.6";"ENSDARG00000053272"
"44389";"ENSDART00000077386.6";"ENSDARG00000076602"
"44390";"ENSDART00000082920.6";"ENSDARG00000059567"
"44391";"ENSDART00000083850.6";"ENSDARG00000059914"
"44392";"ENSDART00000084237.5";"ENSDARG00000060051"
"44393";"ENSDART00000085039.7";"ENSDARG00000060390"
"44394";"ENSDART00000085071.6";"ENSDARG00000060400"
"44395";"ENSDART00000086405.8";"ENSDARG00000060944"
"44396";"ENSDART00000089694.6";"ENSDARG00000025920"
"44397";"ENSDART00000092493.6";"ENSDARG00000097572"
"44398";"ENSDART00000093031.6";"ENSDARG00000069878"
"44399";"ENSDART00000098253.3";"ENSDARG00000060944"
"44400";"ENSDART00000099234.6";"ENSDARG00000018854"
"44401";"ENSDART00000099313.5";"ENSDARG00000068621"
"44402";"ENSDART00000099425.4";"ENSDARG00000068680"
"44403";"ENSDART00000099993.5";"ENSDARG00000096773"
"44404";"ENSDART00000100252.4";"ENSDARG00000101388"
"44405";"ENSDART00000101041.6";"ENSDARG00000041779"
"44406";"ENSDART00000101049.5";"ENSDARG00000042548"
"44407";"ENSDART00000101253.6";"ENSDARG00000014366"
"44408";"ENSDART00000101829.4";"ENSDARG00000040528"
"44409";"ENSDART00000101839.5";"ENSDARG00000069787"
"44410";"ENSDART00000101870.5";"ENSDARG00000037783"
"44411";"ENSDART00000102062.5";"ENSDARG00000075261"
"44412";"ENSDART00000103425.5";"ENSDARG00000032603"
"44413";"ENSDART00000103433.4";"ENSDARG00000005050"
"44414";"ENSDART00000106266.5";"ENSDARG00000097098"
"44415";"ENSDART00000106530.5";"ENSDARG00000097098"
"44416";"ENSDART00000106590.5";"ENSDARG00000074768"
"44417";"ENSDART00000108511.4";"ENSDARG00000099910"
"44418";"ENSDART00000108979.5";"ENSDARG00000078428"
"44419";"ENSDART00000108995.6";"ENSDARG00000078186"
"44420";"ENSDART00000109620.5";"ENSDARG00000032606"
"44421";"ENSDART00000109681.4";"ENSDARG00000041779"
"44422";"ENSDART00000110030.4";"ENSDARG00000076324"
"44423";"ENSDART00000110441.4";"ENSDARG00000075530"
"44424";"ENSDART00000111816.4";"ENSDARG00000086179"
"44425";"ENSDART00000112043.3";"ENSDARG00000074669"
"44426";"ENSDART00000112428.4";"ENSDARG00000076831"
"44427";"ENSDART00000113105.3";"ENSDARG00000089260"
"44428";"ENSDART00000113223.4";"ENSDARG00000078975"
"44429";"ENSDART00000113309.3";"ENSDARG00000076848"
"44430";"ENSDART00000114825.3";"ENSDARG00000073988"
"44431";"ENSDART00000114955.3";"ENSDARG00000077861"
"44432";"ENSDART00000115178.4";"ENSDARG00000076710"
"44433";"ENSDART00000121725.3";"ENSDARG00000091092"
"44434";"ENSDART00000121818.3";"ENSDARG00000041779"
"44435";"ENSDART00000122439.3";"ENSDARG00000088972"
"44436";"ENSDART00000123544.3";"ENSDARG00000078186"
"44437";"ENSDART00000123970.3";"ENSDARG00000073988"
"44438";"ENSDART00000124416.3";"ENSDARG00000008020"
"44439";"ENSDART00000124728.3";"ENSDARG00000006522"
"44440";"ENSDART00000124992.3";"ENSDARG00000086628"
"44441";"ENSDART00000125439.3";"ENSDARG00000005159"
"44442";"ENSDART00000126092.3";"ENSDARG00000086551"
"44443";"ENSDART00000126417.3";"ENSDARG00000086332"
"44444";"ENSDART00000126534.3";"ENSDARG00000097307"
"44445";"ENSDART00000126588.3";"ENSDARG00000090062"
"44446";"ENSDART00000128815.4";"ENSDARG00000089291"
"44447";"ENSDART00000128922.3";"ENSDARG00000088893"
"44448";"ENSDART00000129218.3";"ENSDARG00000018854"
"44449";"ENSDART00000129481.4";"ENSDARG00000086628"
"44450";"ENSDART00000129598.3";"ENSDARG00000032327"
"44451";"ENSDART00000129778.4";"ENSDARG00000080016"
"44452";"ENSDART00000130404.3";"ENSDARG00000018854"
"44453";"ENSDART00000130499.4";"ENSDARG00000094551"
"44454";"ENSDART00000130643.4";"ENSDARG00000105806"
"44455";"ENSDART00000130877.3";"ENSDARG00000087954"
"44456";"ENSDART00000130902.3";"ENSDARG00000088274"
"44457";"ENSDART00000131951.3";"ENSDARG00000020679"
"44458";"ENSDART00000132883.3";"ENSDARG00000040650"
"44459";"ENSDART00000133033.2";"ENSDARG00000068680"
"44460";"ENSDART00000133091.2";"ENSDARG00000032836"
"44461";"ENSDART00000133604.3";"ENSDARG00000046012"
"44462";"ENSDART00000134334.3";"ENSDARG00000102360"
"44463";"ENSDART00000134961.2";"ENSDARG00000086490"
"44464";"ENSDART00000135149.2";"ENSDARG00000093697"
"44465";"ENSDART00000135235.3";"ENSDARG00000046012"
"44466";"ENSDART00000135895.2";"ENSDARG00000042553"
"44467";"ENSDART00000136092.3";"ENSDARG00000100568"
"44468";"ENSDART00000136328.5";"ENSDARG00000094612"
"44469";"ENSDART00000136392.2";"ENSDARG00000093353"
"44470";"ENSDART00000136714.3";"ENSDARG00000052758"
"44471";"ENSDART00000136816.3";"ENSDARG00000089079"
"44472";"ENSDART00000136900.2";"ENSDARG00000020679"
"44473";"ENSDART00000137458.3";"ENSDARG00000007412"
"44474";"ENSDART00000137485.2";"ENSDARG00000042548"
"44475";"ENSDART00000137740.2";"ENSDARG00000046012"
"44476";"ENSDART00000139008.2";"ENSDARG00000093255"
"44477";"ENSDART00000139668.2";"ENSDARG00000032606"
"44478";"ENSDART00000140086.2";"ENSDARG00000086490"
"44479";"ENSDART00000140782.3";"ENSDARG00000037783"
"44480";"ENSDART00000140931.4";"ENSDARG00000069445"
"44481";"ENSDART00000140943.3";"ENSDARG00000044167"
"44482";"ENSDART00000141098.3";"ENSDARG00000068958"
"44483";"ENSDART00000141106.3";"ENSDARG00000040650"
"44484";"ENSDART00000141125.3";"ENSDARG00000068257"
"44485";"ENSDART00000141638.2";"ENSDARG00000076128"
"44486";"ENSDART00000142234.2";"ENSDARG00000068958"
"44487";"ENSDART00000142364.3";"ENSDARG00000095457"
"44488";"ENSDART00000142415.2";"ENSDARG00000092616"
"44489";"ENSDART00000142554.2";"ENSDARG00000092331"
"44490";"ENSDART00000142567.2";"ENSDARG00000016743"
"44491";"ENSDART00000142733.3";"ENSDARG00000094392"
"44492";"ENSDART00000143680.3";"ENSDARG00000041779"
"44493";"ENSDART00000144030.3";"ENSDARG00000074345"
"44494";"ENSDART00000144133.4";"ENSDARG00000096773"
"44495";"ENSDART00000144435.2";"ENSDARG00000046012"
"44496";"ENSDART00000145206.2";"ENSDARG00000040650"
"44497";"ENSDART00000145531.2";"ENSDARG00000037783"
"44498";"ENSDART00000145592.2";"ENSDARG00000069427"
"44499";"ENSDART00000147026.3";"ENSDARG00000094181"
"44500";"ENSDART00000147027.2";"ENSDARG00000040650"
"44501";"ENSDART00000147485.3";"ENSDARG00000041923"
"44502";"ENSDART00000147718.5";"ENSDARG00000089101"
"44503";"ENSDART00000148325.2";"ENSDARG00000060390"
"44504";"ENSDART00000148575.3";"ENSDARG00000017454"
"44505";"ENSDART00000148630.2";"ENSDARG00000004754"
"44506";"ENSDART00000148693.2";"ENSDARG00000089291"
"44507";"ENSDART00000149033.2";"ENSDARG00000008141"
"44508";"ENSDART00000149159.2";"ENSDARG00000034240"
"44509";"ENSDART00000149160.3";"ENSDARG00000041923"
"44510";"ENSDART00000149402.2";"ENSDARG00000069787"
"44511";"ENSDART00000149741.2";"ENSDARG00000095806"
"44512";"ENSDART00000150334.3";"ENSDARG00000102999"
"44513";"ENSDART00000150546.3";"ENSDARG00000094612"
"44514";"ENSDART00000150907.3";"ENSDARG00000096355"
"44515";"ENSDART00000150994.2";"ENSDARG00000089260"
"44516";"ENSDART00000150999.2";"ENSDARG00000096388"
"44517";"ENSDART00000151030.2";"ENSDARG00000023940"
"44518";"ENSDART00000151092.2";"ENSDARG00000096301"
"44519";"ENSDART00000151099.3";"ENSDARG00000039240"
"44520";"ENSDART00000151115.2";"ENSDARG00000090870"
"44521";"ENSDART00000151130.2";"ENSDARG00000096394"
"44522";"ENSDART00000151132.3";"ENSDARG00000089260"
"44523";"ENSDART00000151160.3";"ENSDARG00000096355"
"44524";"ENSDART00000151183.2";"ENSDARG00000096337"
"44525";"ENSDART00000151212.2";"ENSDARG00000060400"
"44526";"ENSDART00000151216.2";"ENSDARG00000096275"
"44527";"ENSDART00000151231.2";"ENSDARG00000096268"
"44528";"ENSDART00000151238.2";"ENSDARG00000096330"
"44529";"ENSDART00000151249.2";"ENSDARG00000091092"
"44530";"ENSDART00000151264.2";"ENSDARG00000096244"
"44531";"ENSDART00000151302.2";"ENSDARG00000113309"
"44532";"ENSDART00000151307.2";"ENSDARG00000096280"
"44533";"ENSDART00000151318.2";"ENSDARG00000044327"
"44534";"ENSDART00000151344.2";"ENSDARG00000096289"
"44535";"ENSDART00000151350.2";"ENSDARG00000001857"
